model,ticker,n,mae,rmse,r2,dir_acc
baseline:company_hist,PG,46,0.047607133428225264,0.0598078689081471,-0.2636967319255714,0.43478260869565216
baseline:company_hist,PLD,30,0.1403903713886769,0.1604888890519196,-0.35694968475763744,1.0
baseline:company_hist,PSA,46,0.050024253846544624,0.06701514743715971,-0.1801050800435926,1.0
baseline:company_hist,RTX,46,0.0940028767740512,0.13054368415571035,-0.12149990010475098,0.6739130434782609
baseline:company_hist,SBUX,24,0.0695502732032071,0.107338254915646,-0.5306207005097441,0.8333333333333334
baseline:company_hist,SCCO,33,0.12621660666663953,0.16558318106591757,-0.6056221719260264,0.42424242424242425
baseline:company_hist,SHW,46,0.07088493910068157,0.09330447455504548,-0.18561431691721242,1.0
baseline:company_hist,SLB,46,0.1703908953433428,0.22012313928146218,-0.7507551995382042,0.5652173913043478
baseline:company_hist,SPG,46,0.05113453736634227,0.07601262456315869,-0.15497089162171274,0.8478260869565217
baseline:company_hist,T,46,0.06905233258055006,0.10867180903671099,-0.15267448447840293,0.6739130434782609
baseline:company_hist,TMO,18,0.08361127916311756,0.09914847398153206,-0.4029867633304034,1.0
baseline:company_hist,TMUS,46,0.455657331487091,0.5086254752631715,-10.664666263055533,0.8695652173913043
baseline:company_hist,TSLA,46,1.0909625796499318,1.2099390876492215,-14.314303091631537,0.9347826086956522
baseline:company_hist,TTWO,46,0.21488047740346006,0.31426848968714044,-0.42883763679833975,0.8043478260869565
baseline:company_hist,UNH,46,0.035779743418279046,0.053422294908275325,-0.340181284251305,1.0
baseline:company_hist,UNP,46,0.08501637239047141,0.10682226386239058,-0.6205881466740766,0.5869565217391305
baseline:company_hist,UPS,46,0.05541601056986368,0.07171487045083212,-0.13091090401518035,0.8043478260869565
baseline:company_hist,USB,46,0.030359049569145532,0.04720926857494309,-0.10148747526929447,0.8260869565217391
baseline:company_hist,V,46,0.054424357823522576,0.07841413298903475,-0.15207152128708024,0.9130434782608695
baseline:company_hist,VLO,30,0.35245091517946003,0.44860079955204973,-0.4344881906345872,0.16666666666666666
baseline:company_hist,VZ,46,0.024624290053507476,0.032806796682764414,-0.3796330510366517,0.717391304347826
