model,year,n,mae,rmse,r2,dir_acc
ridge,2015,331,0.08533578446000116,0.1770796467568863,0.3690302806898924,0.8006042296072508
ridge,2016,325,0.07585219616239311,0.13829033521207756,0.5043143421923434,0.7815384615384615
ridge,2017,337,0.08493195852878418,0.14493662774140226,0.35518601124886684,0.8635014836795252
ridge,2018,373,0.11668343839188357,0.24511400153994178,0.21202064124867248,0.8471849865951743
ridge,2019,393,0.09496939722857987,0.17627726746039032,0.3126069233400901,0.7659033078880407
ridge,2020,390,0.1347588923964195,0.2029806014075154,0.36210134617877376,0.7769230769230769
ridge,2021,388,0.16936461326240262,0.3093022622198225,0.2087873248933415,0.845360824742268
ridge,2022,388,0.1264827681155199,0.2277798694525481,0.4211809518327915,0.7989690721649485
ridge,2023,386,0.11729997429979648,0.22454200760014947,0.3127989683469,0.805699481865285
ridge,2024,389,0.5492606024948217,0.9905628786453028,-12.11171379756654,0.622107969151671
ridge,2025,395,0.07330765403101573,0.12698216594530887,0.022588241344857596,0.7493670886075949
ridge,2026,96,0.06080264153656199,0.09644285577567961,0.33602241276956557,0.8958333333333334
xgboost,2014,338,0.06595827210035944,0.1439208804282743,0.38457126776476647,0.849112426035503
xgboost,2015,331,0.08133284809887588,0.1853035026516039,0.3090629509976781,0.8308157099697885
xgboost,2016,325,0.06351727632867799,0.13425603182044,0.5328134751339003,0.8523076923076923
xgboost,2017,337,0.07406585356920578,0.13540115212064735,0.43724046066308697,0.8724035608308606
xgboost,2018,373,0.10592319236626134,0.23621851332219612,0.26817630825591665,0.8418230563002681
xgboost,2019,393,0.08489894074526629,0.16785587183138193,0.3767165283370617,0.8193384223918575
xgboost,2020,390,0.1295883010468489,0.19414185328267242,0.4164461240766484,0.7743589743589744
xgboost,2021,388,0.1481993979522777,0.2702804723476647,0.39583386046271685,0.8634020618556701
xgboost,2022,388,0.11372447832753135,0.22867797040402113,0.4166075647322238,0.8376288659793815
xgboost,2023,386,0.09997378142718694,0.20770750090871717,0.41197883109279665,0.8549222797927462
xgboost,2024,389,0.08118496387944044,0.1831736287944434,0.5516457800752976,0.7557840616966581
xgboost,2025,395,0.0615181151875932,0.12256768932150969,0.08936550855044612,0.7924050632911392
xgboost,2026,96,0.05490261225789864,0.07865142414819677,0.5584026303159908,0.875
